188089.320388, 59
188120.388350, 59
189003.883495, 67
190000.000000, 73
191023.300971, 91
192019.417476, 79
193015.533981, 65
194011.650485, 71
195011.650485, 79
196007.766990, 69
197027.184466, 61
198023.300971, 49
199023.300971, 46
200019.417476, 62
201015.533981, 76
202038.834951, 66
203034.951456, 26
204031.067961, 19
205031.067961, 25
206027.184466, 49
207023.300971, 81
208046.601942, 72
209038.834951, 55
210031.067961, 63
211027.184466, 43
212050.485437, 39
213046.601942, 55
214042.718447, 76
215038.834951, 76
216038.834951, 82
217058.252427, 56
218054.368932, 65
219054.368932, 82
220050.485437, 89
221046.601942, 60
222042.718447, 59
223066.019417, 61
224058.252427, 46
225050.485437, 52
226050.485437, 69
227050.485437, 70
228069.902913, 60
229062.135922, 68
230054.368932, 75
231077.669903, 82
232077.669903, 74
233073.786408, 51
234069.902913, 39
235066.019417, 43
236062.135922, 68
237085.436893, 76
238077.669903, 73
239069.902913, 68
240062.135922, 38
241085.436893, 27
242081.553398, 66
243077.669903, 84
244077.669903, 73
245073.786408, 65
246093.203883, 79
247089.320388, 71
248081.553398, 64
249100.970874, 61
250100.970874, 53
251097.087379, 59
252093.203883, 66
253089.320388, 83
254085.436893, 71
255108.737864, 47
256100.970874, 62
257093.203883, 71
258089.320388, 77
259108.737864, 58
260104.854369, 63
261104.854369, 65
262100.970874, 59
263097.087379, 66
264120.388350, 64
265112.621359, 69
266104.854369, 72
267124.271845, 53
268124.271845, 45
269120.388350, 49
270116.504854, 43
271112.621359, 70
272112.621359, 55
273132.038835, 52
274124.271845, 61
275120.388350, 47
276139.805825, 58
277135.922330, 59
278132.038835, 70
279132.038835, 77
280128.155340, 66
281124.271845, 45
282147.572816, 50
283139.805825, 57
284132.038835, 75
285124.271845, 80
286147.572816, 62
287143.689320, 63
288139.805825, 52
289135.922330, 63
290135.922330, 66
291155.339806, 60
292147.572816, 64
293143.689320, 64
294163.106796, 71
295159.223301, 89
296159.223301, 90
297155.339806, 59
298151.456311, 40
299147.572816, 67
300170.873786, 77
301163.106796, 74
302155.339806, 77
303147.572816, 72
304170.873786, 88
305166.990291, 93
306166.990291, 46
307166.990291, 50
308163.106796, 56
309159.223301, 49
310182.524272, 38
311174.757282, 52
312166.990291, 60
313190.291262, 65
314186.407767, 74
315186.407767, 66
316182.524272, 59
317182.524272, 43
318178.640777, 56
319174.757282, 69
320198.058252, 90
321190.291262, 82
322182.524272, 51
323174.757282, 60
324198.058252, 54
325194.174757, 60
326194.174757, 56
327190.291262, 53
328190.291262, 64
329186.407767, 63
330213.592233, 83
331213.592233, 76
332209.708738, 60
333205.825243, 50
334201.941748, 66
335205.825243, 73
336201.941748, 70
337198.058252, 66
338221.359223, 58
339213.592233, 50
340213.592233, 58
341209.708738, 59
342209.708738, 52
343205.825243, 63
344225.242718, 80
345221.359223, 69
346213.592233, 48
347213.592233, 43
348236.893204, 55
349229.126214, 54
350221.359223, 64
351221.359223, 76
352221.359223, 66
353240.776699, 50
354244.660194, 52
355240.776699, 67
356240.776699, 68
357236.893204, 77
358233.009709, 83
359233.009709, 67
360229.126214, 46
361000.000000, 33
362003.883495, 57
363000.000000, 84
364000.000000, 74
365244.660194, 64
366244.660194, 50
367240.776699, 41
368240.776699, 64
369015.533981, 75
370015.533981, 89
371015.533981, 78
372015.533981, 70
373015.533981, 71
374019.417476, 58
375019.417476, 64
376023.300971, 75
377023.300971, 56
378023.300971, 59
379019.417476, 51
380023.300971, 69
381023.300971, 69
382023.300971, 49
383023.300971, 50
384023.300971, 67
385023.300971, 62
386023.300971, 71
387023.300971, 83
388023.300971, 84
389023.300971, 74
390019.417476, 51
391019.417476, 35
392023.300971, 39
393023.300971, 58
394046.601942, 60
395038.834951, 81
396031.067961, 77
397054.368932, 73
398050.485437, 91
399050.485437, 66
400050.485437, 54
401050.485437, 44
402050.485437, 52
403046.601942, 48
404042.718447, 41
405042.718447, 48
406062.135922, 62
407054.368932, 60
408050.485437, 59
409069.902913, 59
410069.902913, 67
411066.019417, 71
412069.902913, 50
413066.019417, 56
414066.019417, 75
415066.019417, 92
416069.902913, 77
417066.019417, 65
418066.019417, 47
419066.019417, 44
420069.902913, 54
421066.019417, 48
422066.019417, 46
423066.019417, 33
424069.902913, 43
425066.019417, 49
426066.019417, 55
427093.203883, 43
428093.203883, 71
429089.320388, 77
430085.436893, 67
431081.553398, 57
432081.553398, 43
433100.970874, 35
434093.203883, 47
435089.320388, 46
436089.320388, 36
437085.436893, 25
438104.854369, 30
439100.970874, 55
440093.203883, 73
441112.621359, 64
442112.621359, 58
443108.737864, 65
444104.854369, 56
445100.970874, 57
446097.087379, 74
447120.388350, 68
448112.621359, 68
449116.504854, 83
450112.621359, 79
451108.737864, 52
452104.854369, 34
453128.155340, 57
454120.388350, 58
455112.621359, 57
456112.621359, 50
457112.621359, 61
458132.038835, 61
459124.271845, 50
460120.388350, 25
461139.805825, 50
462139.805825, 71
463139.805825, 61
464135.922330, 39
465132.038835, 36
466132.038835, 39
467132.038835, 55
468128.155340, 74
469147.572816, 75
470143.689320, 76
471135.922330, 77
472159.223301, 53
473155.339806, 35
474151.456311, 38
475151.456311, 58
476147.572816, 64
477147.572816, 64
478143.689320, 64
479139.805825, 62
480159.223301, 65
481155.339806, 63
482147.572816, 54
483170.873786, 64
484170.873786, 59
485166.990291, 69
486170.873786, 84
487170.873786, 82
488166.990291, 77
489170.873786, 62
490170.873786, 56
491170.873786, 64
492170.873786, 64
493170.873786, 47
494170.873786, 55
495170.873786, 44
496170.873786, 55
497166.990291, 84
498170.873786, 86
499170.873786, 70
500166.990291, 55
501170.873786, 67
502194.174757, 64
503194.174757, 56
504194.174757, 56
505190.291262, 57
506186.407767, 54
507182.524272, 32
508178.640777, 55
510201.941748, 87
510194.174757, 72
511190.291262, 61
512186.407767, 59
513182.524272, 57
515209.708738, 57
516201.941748, 52
516194.174757, 49
517194.174757, 42
519217.475728, 51
520213.592233, 49
521205.825243, 59
521198.058252, 55
523225.242718, 68
524217.475728, 70
525209.708738, 62
526201.941748, 81
527221.359223, 77
528217.475728, 51
529209.708738, 46
530229.126214, 34
531221.359223, 56
532213.592233, 58
533236.893204, 52
534233.009709, 65
535229.126214, 78
536225.242718, 71
537225.242718, 58
538213.592233, 67
539236.893204, 59
540233.009709, 54
541233.009709, 58
542229.126214, 55
543225.242718, 53
544003.883495, 73
545003.883495, 83
546244.660194, 77
547240.776699, 55
548240.776699, 73
549236.893204, 79
550000.000000, 70
551003.883495, 63
552244.660194, 53
553244.660194, 49
554240.776699, 50
555007.766990, 50
556000.000000, 63
557003.883495, 83
558015.533981, 100
559015.533981, 95
560015.533981, 43
561011.650485, 39
562007.766990, 50
563003.883495, 58
564000.000000, 47
565023.300971, 53
566019.417476, 68
567015.533981, 77
568019.417476, 77
569015.533981, 62
570015.533981, 63
571011.650485, 75
572007.766990, 72
573031.067961, 54
574027.184466, 53
575027.184466, 58
576023.300971, 47
577019.417476, 50
578019.417476, 58
579042.718447, 58
580038.834951, 53
581034.951456, 69
